policy_id,dataset,num_rules,ga_fitness,ga_coverage,ga_diversity,ga_suite_size,ga_time_s,jcsce_fitness,jcsce_coverage,jcsce_diversity,jcsce_suite_size,jcsce_time_s,rand_fitness,rand_coverage,rand_diversity,rand_suite_size,rand_time_s,improvement_rand,improvement_jcsce
authzforce_0157.xml,authzforce,1,0.9582,1.0,0.556,10,0.658,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0158.xml,authzforce,1,0.9582,1.0,0.556,10,0.668,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0159.xml,authzforce,1,0.9582,1.0,0.556,10,0.675,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0160.xml,authzforce,1,0.9582,1.0,0.556,10,0.68,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0161.xml,authzforce,1,0.9582,1.0,0.556,10,1.126,0.8493,1.0,0.6309,10,0.114,0.8287,1.0,0.6289,15,0.113,15.63,12.82
authzforce_0162.xml,authzforce,1,0.9582,1.0,0.556,10,1.033,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0163.xml,authzforce,1,0.9582,1.0,0.556,10,0.816,0.8493,1.0,0.6309,10,0.042,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0164.xml,authzforce,1,0.9582,1.0,0.556,10,0.713,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0165.xml,authzforce,1,0.9582,1.0,0.556,10,0.937,0.8493,1.0,0.6309,10,0.099,0.8287,1.0,0.6289,15,0.173,15.63,12.82
authzforce_0166.xml,authzforce,1,0.9582,1.0,0.556,10,1.34,0.8493,1.0,0.6309,10,0.06,0.8287,1.0,0.6289,15,0.122,15.63,12.82
authzforce_0167.xml,authzforce,1,0.9582,1.0,0.556,10,0.72,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.058,15.63,12.82
authzforce_0168.xml,authzforce,1,0.9582,1.0,0.556,10,0.668,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0169.xml,authzforce,1,0.9582,1.0,0.556,10,0.674,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0170.xml,authzforce,1,0.9582,1.0,0.556,10,0.704,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0171.xml,authzforce,1,0.9582,1.0,0.556,10,0.781,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.065,15.63,12.82
authzforce_0172.xml,authzforce,1,0.9582,1.0,0.556,10,0.662,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0173.xml,authzforce,1,0.9582,1.0,0.556,10,0.665,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0174.xml,authzforce,1,0.9582,1.0,0.556,10,0.702,0.8493,1.0,0.6309,10,0.037,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0175.xml,authzforce,1,0.9582,1.0,0.556,10,0.655,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.058,15.63,12.82
authzforce_0176.xml,authzforce,1,0.9582,1.0,0.556,10,0.661,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0177.xml,authzforce,1,0.9582,1.0,0.556,10,0.653,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0178.xml,authzforce,1,0.9582,1.0,0.556,10,0.663,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0179.xml,authzforce,1,0.9582,1.0,0.556,10,0.676,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0180.xml,authzforce,1,0.9582,1.0,0.556,10,0.67,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0181.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0182.xml,authzforce,1,0.9582,1.0,0.556,10,0.697,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.063,15.63,12.82
authzforce_0183.xml,authzforce,1,0.9582,1.0,0.556,10,0.691,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0184.xml,authzforce,1,0.9582,1.0,0.556,10,0.715,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0185.xml,authzforce,1,0.9582,1.0,0.556,10,0.661,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0186.xml,authzforce,1,0.9582,1.0,0.556,10,0.697,0.8493,1.0,0.6309,10,0.036,0.8287,1.0,0.6289,15,0.063,15.63,12.82
authzforce_0187.xml,authzforce,1,0.9582,1.0,0.556,10,0.677,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0188.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.054,15.63,12.82
authzforce_0189.xml,authzforce,1,0.9582,1.0,0.556,10,0.663,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0190.xml,authzforce,1,0.9582,1.0,0.556,10,0.664,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0191.xml,authzforce,1,0.9582,1.0,0.556,10,0.667,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0192.xml,authzforce,1,0.9582,1.0,0.556,10,0.648,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.067,15.63,12.82
authzforce_0193.xml,authzforce,1,0.9582,1.0,0.556,10,0.69,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0194.xml,authzforce,1,0.9582,1.0,0.556,10,0.684,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0195.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0196.xml,authzforce,1,0.9582,1.0,0.556,10,0.635,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0197.xml,authzforce,1,0.9582,1.0,0.556,10,0.666,0.8493,1.0,0.6309,10,0.037,0.8287,1.0,0.6289,15,0.063,15.63,12.82
authzforce_0198.xml,authzforce,1,0.9582,1.0,0.556,10,0.682,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0199.xml,authzforce,1,0.9582,1.0,0.556,10,0.669,0.8493,1.0,0.6309,10,0.036,0.8287,1.0,0.6289,15,0.078,15.63,12.82
authzforce_0200.xml,authzforce,1,0.9582,1.0,0.556,10,0.673,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0201.xml,authzforce,1,0.9582,1.0,0.556,10,0.672,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0202.xml,authzforce,1,0.9582,1.0,0.556,10,0.648,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0203.xml,authzforce,1,0.9582,1.0,0.556,10,0.702,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0204.xml,authzforce,1,0.9582,1.0,0.556,10,0.716,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0205.xml,authzforce,1,0.9582,1.0,0.556,10,0.676,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0206.xml,authzforce,1,0.9582,1.0,0.556,10,0.866,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0207.xml,authzforce,1,0.9582,1.0,0.556,10,0.914,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0208.xml,authzforce,1,0.9582,1.0,0.556,10,0.673,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.063,15.63,12.82
authzforce_0209.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0210.xml,authzforce,1,0.9582,1.0,0.556,10,0.675,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0211.xml,authzforce,1,0.9582,1.0,0.556,10,0.653,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0212.xml,authzforce,1,0.9582,1.0,0.556,10,0.687,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0213.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0214.xml,authzforce,1,0.9582,1.0,0.556,10,0.636,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.046,15.63,12.82
authzforce_0215.xml,authzforce,1,0.9582,1.0,0.556,10,0.647,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0216.xml,authzforce,1,0.9582,1.0,0.556,10,0.663,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.054,15.63,12.82
authzforce_0217.xml,authzforce,1,0.9582,1.0,0.556,10,0.713,0.8493,1.0,0.6309,10,0.036,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0218.xml,authzforce,1,0.9582,1.0,0.556,10,0.727,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0219.xml,authzforce,1,0.9582,1.0,0.556,10,0.648,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0220.xml,authzforce,1,0.9582,1.0,0.556,10,0.7,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.101,15.63,12.82
authzforce_0221.xml,authzforce,1,0.9582,1.0,0.556,10,0.688,0.8493,1.0,0.6309,10,0.041,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0222.xml,authzforce,1,0.9582,1.0,0.556,10,0.708,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0223.xml,authzforce,1,0.9582,1.0,0.556,10,0.761,0.8493,1.0,0.6309,10,0.037,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0224.xml,authzforce,1,0.9582,1.0,0.556,10,1.383,0.8493,1.0,0.6309,10,0.076,0.8287,1.0,0.6289,15,0.065,15.63,12.82
authzforce_0225.xml,authzforce,1,0.9582,1.0,0.556,10,0.98,0.8493,1.0,0.6309,10,0.044,0.8287,1.0,0.6289,15,0.063,15.63,12.82
authzforce_0226.xml,authzforce,1,0.9582,1.0,0.556,10,0.825,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0227.xml,authzforce,1,0.9582,1.0,0.556,10,0.659,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0228.xml,authzforce,1,0.9582,1.0,0.556,10,0.738,0.8493,1.0,0.6309,10,0.057,0.8287,1.0,0.6289,15,0.07,15.63,12.82
authzforce_0229.xml,authzforce,1,0.9582,1.0,0.556,10,0.824,0.8493,1.0,0.6309,10,0.083,0.8287,1.0,0.6289,15,0.126,15.63,12.82
authzforce_0230.xml,authzforce,1,0.9582,1.0,0.556,10,0.849,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.062,15.63,12.82
authzforce_0231.xml,authzforce,1,0.9582,1.0,0.556,10,0.68,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.06,15.63,12.82
authzforce_0232.xml,authzforce,1,0.9582,1.0,0.556,10,0.674,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0233.xml,authzforce,1,0.9582,1.0,0.556,10,0.66,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.049,15.63,12.82
authzforce_0234.xml,authzforce,1,0.9582,1.0,0.556,10,0.628,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0235.xml,authzforce,1,0.9582,1.0,0.556,10,0.639,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0236.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.046,15.63,12.82
authzforce_0237.xml,authzforce,1,0.9582,1.0,0.556,10,0.64,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0238.xml,authzforce,1,0.9582,1.0,0.556,10,0.686,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0239.xml,authzforce,1,0.9582,1.0,0.556,10,0.701,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0240.xml,authzforce,1,0.9582,1.0,0.556,10,0.648,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.057,15.63,12.82
authzforce_0241.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0242.xml,authzforce,1,0.9582,1.0,0.556,10,0.659,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0243.xml,authzforce,1,0.9582,1.0,0.556,10,0.646,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.056,15.63,12.82
authzforce_0244.xml,authzforce,1,0.9582,1.0,0.556,10,0.635,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0245.xml,authzforce,1,0.9582,1.0,0.556,10,0.642,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0246.xml,authzforce,1,0.9582,1.0,0.556,10,0.645,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.044,15.63,12.82
authzforce_0247.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.057,15.63,12.82
authzforce_0248.xml,authzforce,1,0.9582,1.0,0.556,10,0.623,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.044,15.63,12.82
authzforce_0249.xml,authzforce,1,0.9582,1.0,0.556,10,0.658,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0250.xml,authzforce,1,0.9582,1.0,0.556,10,0.644,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0251.xml,authzforce,1,0.9582,1.0,0.556,10,0.634,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0252.xml,authzforce,1,0.9582,1.0,0.556,10,0.653,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.044,15.63,12.82
authzforce_0253.xml,authzforce,1,0.9582,1.0,0.556,10,0.661,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0254.xml,authzforce,1,0.9582,1.0,0.556,10,0.646,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0255.xml,authzforce,1,0.9582,1.0,0.556,10,0.619,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.049,15.63,12.82
authzforce_0256.xml,authzforce,1,0.9582,1.0,0.556,10,0.662,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.054,15.63,12.82
authzforce_0257.xml,authzforce,1,0.9582,1.0,0.556,10,0.656,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0258.xml,authzforce,1,0.9582,1.0,0.556,10,0.641,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0259.xml,authzforce,1,0.9582,1.0,0.556,10,0.639,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0260.xml,authzforce,1,0.9582,1.0,0.556,10,0.66,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0261.xml,authzforce,1,0.9582,1.0,0.556,10,0.623,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0262.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.037,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0263.xml,authzforce,1,0.9582,1.0,0.556,10,0.64,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.054,15.63,12.82
authzforce_0264.xml,authzforce,1,0.9582,1.0,0.556,10,0.62,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0265.xml,authzforce,1,0.9582,1.0,0.556,10,0.632,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0266.xml,authzforce,1,0.9582,1.0,0.556,10,0.659,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0267.xml,authzforce,1,0.9582,1.0,0.556,10,0.652,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0268.xml,authzforce,1,0.9582,1.0,0.556,10,0.606,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0269.xml,authzforce,1,0.9582,1.0,0.556,10,0.63,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.043,15.63,12.82
authzforce_0270.xml,authzforce,1,0.9582,1.0,0.556,10,0.634,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0271.xml,authzforce,1,0.9582,1.0,0.556,10,0.635,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.045,15.63,12.82
authzforce_0272.xml,authzforce,1,0.9582,1.0,0.556,10,0.642,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0273.xml,authzforce,1,0.9582,1.0,0.556,10,0.637,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0274.xml,authzforce,1,0.9582,1.0,0.556,10,0.655,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.049,15.63,12.82
authzforce_0275.xml,authzforce,1,0.9582,1.0,0.556,10,0.619,0.8493,1.0,0.6309,10,0.028,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0276.xml,authzforce,1,0.9582,1.0,0.556,10,0.643,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.051,15.63,12.82
authzforce_0277.xml,authzforce,1,0.9582,1.0,0.556,10,0.62,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.057,15.63,12.82
authzforce_0278.xml,authzforce,1,0.9582,1.0,0.556,10,0.64,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0279.xml,authzforce,1,0.9582,1.0,0.556,10,0.689,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.049,15.63,12.82
authzforce_0280.xml,authzforce,1,0.9582,1.0,0.556,10,0.671,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.048,15.63,12.82
authzforce_0281.xml,authzforce,1,0.9582,1.0,0.556,10,0.638,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0282.xml,authzforce,1,0.9582,1.0,0.556,10,0.662,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.06,15.63,12.82
authzforce_0283.xml,authzforce,1,0.9582,1.0,0.556,10,0.895,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0284.xml,authzforce,1,0.9582,1.0,0.556,10,0.67,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.049,15.63,12.82
authzforce_0285.xml,authzforce,1,0.9582,1.0,0.556,10,0.663,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.054,15.63,12.82
authzforce_0286.xml,authzforce,1,0.9582,1.0,0.556,10,0.667,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.061,15.63,12.82
authzforce_0287.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.031,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0288.xml,authzforce,1,0.9582,1.0,0.556,10,0.648,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.053,15.63,12.82
authzforce_0289.xml,authzforce,1,0.9582,1.0,0.556,10,0.667,0.8493,1.0,0.6309,10,0.032,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0290.xml,authzforce,1,0.9582,1.0,0.556,10,0.65,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0291.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.047,15.63,12.82
authzforce_0292.xml,authzforce,1,0.9582,1.0,0.556,10,0.678,0.8493,1.0,0.6309,10,0.029,0.8287,1.0,0.6289,15,0.057,15.63,12.82
authzforce_0293.xml,authzforce,1,0.9582,1.0,0.556,10,0.666,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.055,15.63,12.82
authzforce_0294.xml,authzforce,1,0.9582,1.0,0.556,10,0.681,0.8493,1.0,0.6309,10,0.034,0.8287,1.0,0.6289,15,0.062,15.63,12.82
authzforce_0295.xml,authzforce,1,0.9582,1.0,0.556,10,0.673,0.8493,1.0,0.6309,10,0.03,0.8287,1.0,0.6289,15,0.059,15.63,12.82
authzforce_0296.xml,authzforce,1,0.9582,1.0,0.556,10,0.669,0.8493,1.0,0.6309,10,0.033,0.8287,1.0,0.6289,15,0.057,15.63,12.82
authzforce_0297.xml,authzforce,1,0.9582,1.0,0.556,10,0.657,0.8493,1.0,0.6309,10,0.038,0.8287,1.0,0.6289,15,0.052,15.63,12.82
authzforce_0298.xml,authzforce,1,0.9582,1.0,0.556,10,0.669,0.8493,1.0,0.6309,10,0.027,0.8287,1.0,0.6289,15,0.05,15.63,12.82
authzforce_0299.xml,authzforce,1,0.9582,1.0,0.556,10,0.735,0.8493,1.0,0.6309,10,0.035,0.8287,1.0,0.6289,15,0.051,15.63,12.82
